regiao,estado,municipio,codigo_mun,capital,porte,populacao,area,densidade_dem,pib,pib_pc,participacao_transf_receita,servidores,comissionados,comissionados_por_servidor,perc_pop_econ_ativa,taxa_empreendedorismo,anos_estudo_empreendedor,jornada_trabalho,gasto_pc_saude,hab_p_medico,exp_vida,gasto_pc_educacao,exp_anos_estudo,nota_ciencias,nota_humanas,nota_linguagem,nota_mat,nota_redacao,idhm,ranking_igm,indice_governanca
SUL,RS,BOZANO,4302584,0,Pequeno porte 1,"2,233",201.04,10.9,71330.27,31730.55,90.0,62.0,16.0,26%,1.54,0.57,6.0582270886743785,44.9796617660996,1289.62,747.666666666667,76.18,786.46,10.93,482.48461538461527,525.8923076923077,510.29230769230765,471.90769230769234,493.8461538461538,0.721,509º,0.591
SUL,RS,PARAI,4314001,0,Pequeno porte 1,"7,357",121.45,56.6,212337.18,29478.99,75.0,189.0,25.0,13%,1.31,0.3,7.29722792721571,50.44663218705,728.87,1209.5,76.97,588.63,10.84,471.1590163934426,507.76885245901656,504.3483333333335,495.2483333333333,528.6666666666666,0.7879999999999999,510º,0.591
SUL,RS,ALTO FELIZ,4300570,0,Pequeno porte 1,"3,032",78.84,36.8,58270.96,19199.66,78.0,132.0,15.0,11%,1.49,0.22,6.10314502456836,43.95563882384261,723.04,3017.0,78.14,796.92,9.73,464.4909090909092,554.4272727272728,521.0272727272727,537.2636363636365,609.0909090909091,0.695,511º,0.591
SUL,SC,OURO VERDE,4211850,0,Pequeno porte 1,"2,254",189.22,12,84120.88,36878.95,76.0,128.0,25.0,20%,0.76,0.31,6.42881437874621,42.7740909515971,1159.33,568.0,72.4,1074.3,9.63,457.05000000000007,512.4961538461538,477.22692307692313,454.5269230769229,533.0769230769231,0.601,512º,0.591
CENTRO-OESTE,MS,JARDIM,5005004,0,Pequeno porte 2,"25,617","2,201.52",11.1,378717.0,15040.39,76.0,564.0,128.0,23%,0.97,0.27,8.039344544941489,43.062397714515114,569.92,,75.68,600.36,10.04,459.49730941704064,514.8152466367713,506.62602739726026,457.0182648401827,521.4611872146119,0.642,513º,0.591
SUDESTE,MG,SANTA BARBARA,3157203,0,Pequeno porte 2,"30,436",684.06,40.8,673215.55,22747.61,80.0,560.0,140.0,25%,1.0,0.17,7.84885440779564,41.7714255257199,648.31,1299.47826086957,73.97,732.71,9.76,478.6676767676768,535.859595959596,523.8746192893396,510.4878172588831,526.7005076142132,0.63,514º,0.591
SUL,SC,GUABIRUBA,4206306,0,Pequeno porte 2,"22,174",174.68,105.5,764900.11,37359.58,84.0,458.0,38.0,8%,1.16,0.18,7.08838217346814,41.2495670336589,441.44,1753.83333333333,77.53,760.48,9.67,475.2520000000002,554.039,525.6747474747474,496.4828282828283,557.3737373737374,0.742,515º,0.591
SUDESTE,SP,SAO JOAO DA BOA VISTA,3549102,0,Médio porte,"89,564",516.4,162,2312015.81,26299.21,53.0,1766.0,23.0,1%,1.07,0.25,9.60355138228467,40.67145162695989,666.35,4021.68181818182,77.23,846.5,11.04,511.34679399727133,561.2381991814466,552.9422809457583,543.3774687065373,581.1682892906815,0.845,516º,0.591
SUDESTE,SP,MOGI GUACU,3530706,0,Grande porte,"148,327",812.75,169,4658690.23,32137.1,72.0,81.0,127.0,157%,1.04,0.18,8.42936967880752,42.72869497381871,733.08,,76.1,861.44,10.01,453.01317829457366,519.4062015503878,509.5723577235773,475.0016260162598,485.2032520325203,0.79,517º,0.591
SUDESTE,SP,CANDIDO MOTA,3510005,0,Pequeno porte 2,"31,198",595.81,50.1,727828.12,23483.63,64.0,965.0,25.0,3%,0.94,0.19,8.05175809329052,42.0568535027925,608.64,1634.89473684211,75.71,574.4,10.75,473.28498168498174,526.7538461538462,513.6862962962963,481.8137037037038,516.1481481481482,0.726,518º,0.591
SUL,SC,SAO BONIFACIO,4215901,0,Pequeno porte 1,"2,922",460.36,6.5,44666.96,14943.78,86.0,135.0,11.0,8%,1.39,0.28,6.270954638142508,46.4603567989411,908.86,,76.61,682.85,9.14,467.86923076923085,513.6076923076923,495.52,476.22399999999993,519.2,0.687,519º,0.591
SUL,RS,ALPESTRE,4300505,0,Pequeno porte 1,"7,533",324.64,24.7,110236.18,14005.36,81.0,228.0,31.0,14%,1.41,0.61,5.22494378287196,47.0939880886798,981.9,1938.0,72.69,718.19,10.27,462.24285714285713,520.1589285714286,518.3749999999999,474.3303571428573,516.4285714285714,0.544,520º,0.591
SUDESTE,ES,VIANA,3205101,0,Médio porte,"75,652",312.75,207.8,1457956.14,20217.1,73.0,1113.0,438.0,39%,0.94,0.2,6.77683576781178,42.4148484852655,362.33,779.978723404255,73.94,650.11,8.48,448.65391621129294,500.3852459016394,490.52289377289367,443.4869963369963,449.7435897435897,0.58,521º,0.591
SUDESTE,SP,ITU,3523909,0,Grande porte,"168,643",640.72,241,6660939.91,40644.73,56.0,3401.0,231.0,7%,1.08,0.2,8.94528495851402,41.0887793571991,580.83,909.401098901099,76.23,813.08,9.83,494.17653142402565,558.6186953062843,546.0599514563106,515.4698220064722,566.8284789644013,0.7879999999999999,522º,0.591
SUL,SC,GALVAO,4205605,0,Pequeno porte 1,"3,137",139.34,28.5,107777.49,31896.27,84.0,142.0,17.0,12%,1.08,0.46,5.98101244819391,39.1174900511843,1133.02,1648.5,73.91,899.15,10.71,449.44074074074086,508.98148148148147,502.10000000000014,465.67307692307685,536.1538461538462,0.632,523º,0.591
SUL,PR,CAMPO LARGO,4104204,0,Grande porte,"125,719","1,243.55",89.9,3482714.64,28847.14,61.0,2573.0,242.0,9%,1.07,0.2,7.49920970325766,41.10873609925579,359.37,1654.63513513514,76.21,463.78,10.44,481.0711350293542,538.6500978473578,525.5388388388391,491.795895895896,540.1601601601602,0.721,524º,0.591
SUL,RS,RELVADO,4315453,0,Pequeno porte 1,"2,191",123.44,17.5,42440.71,19247.49,81.0,83.0,18.0,22%,1.27,0.6,5.18957371046333,50.0411233508879,1126.99,,77.05,734.87,11.12,484.91428571428565,531.4357142857142,526.9928571428571,506.81428571428575,558.5714285714286,0.687,525º,0.59
SUL,RS,ESTANCIA VELHA,4307609,0,Pequeno porte 2,"46,877",52.15,816.4,1149280.98,25258.92,61.0,1018.0,60.0,6%,1.19,0.21,7.86112195004503,42.030166124794995,566.5,1768.69230769231,78.23,678.81,10.12,468.05537848605593,544.5852589641431,533.4921810699589,492.4925925925925,534.4855967078189,0.7490000000000001,526º,0.59
SUL,RS,ERNESTINA,4307054,0,Pequeno porte 1,"3,211",239.15,12.9,106758.81,33382.99,87.0,126.0,24.0,19%,0.92,0.49,6.63905498889567,40.00057426607179,852.86,457.428571428572,76.25,892.42,11.22,469.3304347826086,519.9434782608697,485.2608695652174,467.6869565217392,526.9565217391304,0.652,527º,0.59
SUL,PR,PARANAGUA,4118204,0,Grande porte,"151,829",826.67,169.9,6160076.4,41556.99,56.0,4007.0,313.0,8%,0.96,0.22,7.777620842925991,43.9955690303935,292.39,1299.71304347826,76.12,528.11,10.87,470.7612706701477,524.4179286335935,509.47077338129424,480.4702338129502,517.6978417266187,0.733,528º,0.59
SUDESTE,SP,TAMBAU,3553302,0,Pequeno porte 2,"23,241",561.79,39.9,454696.06,19633.67,58.0,616.0,19.0,3%,1.02,0.2,8.351014881147,45.7925482632192,570.56,5796.75,76.45,680.08,9.06,486.87131782945727,533.1348837209301,534.6816793893129,504.9183206106872,535.8778625954199,0.687,529º,0.59
SUL,SC,BARRA VELHA,4202107,0,Pequeno porte 2,"27,080",140.35,159.8,995737.17,39920.51,60.0,348.0,55.0,16%,0.98,0.36,7.5643637637292995,43.03631719827271,504.53,2566.2,76.42,756.27,9.99,457.0845771144277,507.44328358208975,507.1791878172592,459.94670050761385,505.6852791878173,0.7040000000000001,530º,0.59
SUDESTE,ES,ICONHA,3202603,0,Pequeno porte 1,"13,904",203.53,61.5,254511.03,18785.87,72.0,347.0,85.0,24%,1.19,0.35,6.2169019510425,46.16207505664229,575.7,1708.625,74.77,745.8,9.09,480.238532110092,534.8605504587155,505.06759259259286,481.4148148148145,541.8518518518518,0.6829999999999999,531º,0.59
SUL,RS,VISTA GAUCHA,4323705,0,Pequeno porte 1,"2,877",89.8,31.1,53819.51,18804.86,75.0,118.0,26.0,22%,1.3,0.36,5.485885603162579,51.9166212945852,980.96,2867.0,75.33,820.44,12.1,478.7290322580645,500.2096774193549,495.1677419354838,481.4838709677418,491.6129032258065,0.7490000000000001,532º,0.59
SUL,PR,ATALAIA,4102208,0,Pequeno porte 1,"4,002",137.66,28.4,96565.16,24081.09,85.0,198.0,9.0,5%,1.12,0.23,7.701833374722309,46.370726373328296,883.35,1001.75,76.24,913.5,10.3,472.86285714285714,513.0857142857143,500.9428571428573,449.1628571428572,498.8571428571428,0.6990000000000001,533º,0.59
SUL,SC,PASSO DE TORRES,4212254,0,Pequeno porte 1,"8,142",95.11,69.7,75181.65,10095.56,79.0,225.0,37.0,16%,1.04,0.29,7.187790414298741,46.523369566936296,498.45,960.125,77.13,873.59,10.57,461.304938271605,522.5543209876544,510.42375000000015,472.91875,494.5,0.6609999999999999,534º,0.59
SUL,RS,BARRA FUNDA,4301958,0,Pequeno porte 1,"2,507",60.03,39.4,96253.81,38874.72,70.0,105.0,9.0,9%,1.31,0.39,6.70457121588444,44.7510230177308,1175.65,414.5,76.36,1078.08,11.17,466.6625,530.4812499999998,494.55,469.625,566.25,0.764,535º,0.59
SUL,SC,AGUAS MORNAS,4200606,0,Pequeno porte 1,"6,206",327.36,17,148963.49,25137.28,76.0,169.0,16.0,9%,1.36,0.41,4.867889504103741,51.595127529133386,632.85,2006.66666666667,76.15,648.81,10.29,490.9,503.3470588235294,511.7617647058825,500.54117647058825,534.7058823529412,0.6679999999999999,536º,0.59
SUL,PR,PEABIRU,4118808,0,Pequeno porte 1,"14,171",468.6,29.1,242858.23,17239.88,77.0,308.0,48.0,16%,0.98,0.29,7.11223709904305,45.4716986932525,408.62,1411.6,74.56,687.85,9.69,451.99770114942527,515.7241379310344,503.0162790697674,441.9465116279068,478.37209302325584,0.6679999999999999,537º,0.59
SUL,PR,IRACEMA DO OESTE,4110656,0,Pequeno porte 1,"2,487",81.54,31.6,66304.74,25859.88,84.0,91.0,79.0,87%,1.18,0.29,6.301454015841268,42.16005088228951,912.95,1268.5,75.14,998.83,11.32,477.04000000000013,547.0,535.3499999999998,457.99000000000007,584.0,0.63,538º,0.59
SUDESTE,ES,VENDA NOVA DO IMIGRANTE,3205069,0,Pequeno porte 2,"24,165",185.91,110,431141.12,18849.35,83.0,429.0,26.0,6%,1.12,0.25,7.35189315562063,46.1257846550274,773.18,1457.0625,75.69,617.06,9.43,519.9781065088756,556.1162721893486,534.8297935103244,542.5351032448375,575.4159292035397,0.68,539º,0.59
SUL,RS,CRISSIUMAL,4306007,0,Pequeno porte 1,"14,233",363.11,38.9,248474.58,17303.24,81.0,292.0,33.0,11%,1.27,0.43,6.40644541679317,41.6004504063256,523.58,2385.83333333333,75.11,759.77,10.72,482.19506172839516,523.9283950617286,500.916049382716,484.22469135802453,532.1604938271605,0.642,540º,0.59
SUDESTE,MG,JOAO MONLEVADE,3136207,0,Médio porte,"79,100",99.16,742.4,2138405.94,27601.59,68.0,16.0,161.0,1006%,0.96,0.19,8.43088380735447,41.7199344128706,746.91,1000.51282051282,75.93,502.22,10.27,510.3846372688478,555.8398293029862,534.3119013062416,530.6763425253994,587.4600870827287,0.752,541º,0.59
SUL,SC,SAO JOSE DO CEDRO,4216701,0,Pequeno porte 1,"13,899",281.25,48.7,327930.88,23585.36,71.0,318.0,57.0,18%,1.23,0.36,6.19352447049571,48.9539849063519,557.13,3475.5,74.79,625.97,10.07,464.4578431372549,513.9578431372552,503.6169999999999,494.1499999999999,521.6,0.687,542º,0.59
SUL,PR,MANDAGUACU,4114104,0,Pequeno porte 2,"21,920",294.02,67.3,382781.77,18093.3,68.0,620.0,61.0,10%,1.07,0.17,7.667186905057862,43.461465557072,439.17,1338.6875,74.47,553.61,9.86,451.85,520.5337837837836,502.9111111111112,451.8680555555553,505.83333333333326,0.6559999999999999,543º,0.59
SUDESTE,MG,MONTE CARMELO,3143104,0,Pequeno porte 2,"48,096","1,343.04",34.1,1107632.56,23272.04,75.0,1259.0,78.0,6%,1.06,0.21,7.97198692868104,45.4635436613356,485.93,1540.96774193548,77.1,425.22,9.53,483.56073903002266,530.9429561200928,519.2890697674421,492.1288372093022,544.9302325581398,0.68,544º,0.589
SUL,RS,SAO SEBASTIAO DO CAI,4319505,0,Pequeno porte 2,"24,825",112.12,196.8,526820.03,22778.45,64.0,589.0,57.0,10%,1.11,0.26,7.6814881307900285,41.99973121419271,435.1,1065.95652173913,76.11,632.58,10.49,472.74302325581385,537.324418604651,530.6906976744185,488.8034883720931,556.7441860465116,0.706,545º,0.589
SUL,PR,TERRA BOA,4127205,0,Pequeno porte 1,"16,887",320.85,49.2,296745.89,17917.27,80.0,495.0,9.0,2%,1.13,0.18,7.80831872352154,46.677528961467715,848.1,5558.0,73.17,613.29,11.41,480.5092783505156,549.0824742268043,530.4093750000002,487.9739583333335,559.1666666666666,0.68,546º,0.589
SUDESTE,SP,DRACENA,3514403,0,Pequeno porte 2,"46,088",487.69,88.6,956943.96,21103.16,76.0,986.0,118.0,12%,1.05,0.24,8.89172555056192,41.8101198611461,726.04,1572.41379310345,75.51,736.38,10.16,484.55446428571406,540.8678571428569,531.0304878048784,507.939024390244,553.3536585365854,0.795,547º,0.589
CENTRO-OESTE,GO,VALPARAISO DE GOIAS,5221858,0,Grande porte,"156,419",61.45,"2,165.50",1706382.98,11632.26,69.0,2064.0,323.0,16%,1.02,0.18,8.31144653799581,41.2738261495429,310.29,2142.92857142857,73.91,637.15,9.96,461.11271929824545,519.5450877192981,512.2387298747763,464.7217352415032,506.49373881932024,0.723,548º,0.589
SUL,RS,ROLANTE,4316006,0,Pequeno porte 2,"20,819",295.64,65.9,420492.18,20532.85,73.0,57.0,40.0,70%,1.27,0.17,5.824210714219849,41.1309888376949,413.27,,74.8,764.14,10.53,482.19189189189177,532.9905405405403,524.7931506849317,496.1150684931507,576.917808219178,0.585,549º,0.589
SUDESTE,RJ,TRES RIOS,3306008,0,Médio porte,"79,230",326.76,237.4,2886136.64,36661.92,79.0,2503.0,229.0,9%,0.94,0.2,9.25314734851522,43.005544467547104,769.35,470.22619047619,73.03,668.54,8.95,492.440188172042,550.4600806451613,530.3315290933697,504.3320703653585,591.150202976996,0.6729999999999999,550º,0.589
CENTRO-OESTE,MS,AGUA CLARA,5000203,0,Pequeno porte 1,"14,734","7,809.21",1.3,466905.1,33498.72,68.0,478.0,59.0,12%,1.04,0.17,6.29319407918853,45.7200694623287,997.64,2368.33333333333,74.4,1192.59,8.94,447.3828947368421,502.90263157894736,495.01200000000017,466.58533333333327,493.86666666666673,0.542,551º,0.589
SUL,SC,SANTA HELENA,4215554,0,Pequeno porte 1,"2,288",81.23,29.2,48132.68,20447.19,84.0,107.0,10.0,9%,1.52,0.28,6.2020710467662,47.88191726831121,1197.21,,74.99,964.19,11.44,455.575,518.7562499999998,513.3933333333333,470.14,558.6666666666666,0.6779999999999999,552º,0.589
SUL,RS,TAQUARUCU DO SUL,4321329,0,Pequeno porte 1,"3,096",76.85,38.6,78700.77,25568.8,89.0,115.0,17.0,15%,1.4,0.48,6.569348372679089,46.1204922305362,968.83,771.0,74.8,930.67,10.6,488.6071428571428,531.75,512.3214285714287,503.49285714285713,515.7142857142857,0.706,553º,0.589
SUDESTE,SP,ORLANDIA,3534302,0,Pequeno porte 2,"42,996",291.77,136.3,1406290.2,33467.16,61.0,1234.0,50.0,4%,1.03,0.17,9.19613554573586,43.3671109344791,574.54,6050.57142857143,77.89,1020.93,10.25,501.1228412256266,546.4033426183843,539.0030985915496,513.9414084507039,577.9154929577463,0.804,554º,0.589
SUDESTE,SP,ARACATUBA,3502804,0,Grande porte,"193,828","1,167.13",155.5,5611000.77,29448.51,67.0,3152.0,111.0,4%,1.07,0.23,9.52743541916041,40.4626626980271,532.25,2395.775,75.46,553.2,11.08,498.3140773620805,552.6077996195309,541.7637065637056,522.7309523809529,566.6698841698843,0.823,555º,0.588
SUL,SC,CURITIBANOS,4204806,0,Pequeno porte 2,"39,399",948.74,39.8,928831.22,23883.55,67.0,717.0,36.0,5%,0.95,0.2,7.893104925727591,43.5305867541914,416.8,2170.05555555556,75.78,497.86,10.61,478.52732919254646,542.7776397515527,517.5439490445851,483.20509554140136,538.0254777070064,0.6629999999999999,556º,0.588
SUL,RS,ELDORADO DO SUL,4306767,0,Pequeno porte 2,"38,199",509.73,67.4,959833.42,26003.99,70.0,837.0,85.0,10%,1.09,0.25,7.5296381938145105,41.4819186352047,440.43,1009.89189189189,75.66,819.68,9.46,457.1413333333332,516.61,513.0376712328763,470.8726027397259,463.28767123287673,0.654,557º,0.588
SUL,RS,SANTA CRUZ DO SUL,4316808,0,Grande porte,"126,775",733.41,161.4,6674791.74,53579.65,72.0,2777.0,106.0,4%,1.15,0.29,6.4803819498289,43.7043822480629,825.74,2161.25862068966,76.1,619.05,10.2,495.59131868131925,553.3983516483513,540.4389013452919,518.4020179372196,576.9820627802691,0.525,558º,0.588
SUDESTE,SP,LOURDES,3527256,0,Pequeno porte 1,"2,260",113.94,18.7,31009.4,13924.29,83.0,194.0,10.0,5%,1.05,0.16,7.61685673577367,45.8737155328512,1297.84,559.5,73.96,1489.48,10.26,457.16666666666674,511.86666666666656,512.8777777777779,483.4444444444445,486.66666666666674,0.7140000000000001,559º,0.588
NORTE,RO,JI-PARANA,1100122,0,Grande porte,"131,560","6,896.65",16.9,2322850.37,18143.58,64.0,2264.0,635.0,28%,1.03,0.24,7.4690991936236,42.4698441093437,416.46,1318.79591836735,73.6,306.53,9.95,470.6925493060637,520.4770635500366,508.4399702823185,484.0502228826151,517.741456166419,0.647,560º,0.588
SUDESTE,SP,PIRACAIA,3538600,0,Pequeno porte 2,"26,841",385.57,65.2,364053.33,13805.06,64.0,775.0,26.0,3%,1.07,0.18,7.35441359249597,45.0374694290798,444.87,1105.5,76.03,813.41,9.52,473.9875776397516,537.9472049689439,527.4806249999998,485.22187500000007,545.375,0.706,561º,0.588
CENTRO-OESTE,GO,SANTO ANTONIO DE GOIAS,5219738,0,Pequeno porte 1,"5,659",132.81,35.4,105209.08,20028.38,69.0,255.0,60.0,24%,1.1,0.22,7.451516528701989,41.9659470203243,648.63,449.25,74.92,820.36,10.53,441.19791666666663,494.69166666666666,486.95319148936164,432.69148936170205,478.2978723404257,0.6679999999999999,562º,0.588
SUDESTE,ES,CONCEICAO DO CASTELO,3201704,0,Pequeno porte 1,"12,856",369.23,31.6,162409.69,12911.18,86.0,244.0,19.0,8%,1.15,0.27,6.37014550229126,44.79676505940479,569.36,1056.08333333333,73.59,781.58,8.08,475.7077777777777,519.4611111111111,502.53370786516854,471.9011235955052,500.6741573033708,0.542,563º,0.5870000000000001
SUL,PR,CORNELIO PROCOPIO,4106407,0,Pequeno porte 2,"48,615",635.1,73.9,1181637.6,24403.92,71.0,1250.0,99.0,8%,1.06,0.23,9.202422441722911,42.597665500901705,664.54,2108.13043478261,75.86,476.99,11.31,481.7833631484794,540.1615384615386,528.3838181818178,500.8336363636367,553.3818181818182,0.754,564º,0.5870000000000001
SUL,PR,NOVA LONDRINA,4117107,0,Pequeno porte 1,"13,478",269.39,48.5,239408.23,17797.22,74.0,430.0,28.0,7%,1.1,0.21,8.599296496472581,45.0338765302077,556.68,1495.66666666667,76.36,578.78,11.8,478.3009090909091,529.1181818181818,519.1247706422018,478.9522935779817,510.45871559633036,0.752,565º,0.5870000000000001
SUL,RS,POUSO NOVO,4315131,0,Pequeno porte 1,"1,832",106.53,17.6,39112.2,20826.52,87.0,86.0,27.0,31%,1.32,0.49,5.02079056725596,59.242801622390296,1022.08,931.0,75.68,1125.44,10.44,468.675,520.725,522.125,497.5625,517.5,0.649,566º,0.5870000000000001
NORDESTE,BA,CAIRU,2905404,0,Pequeno porte 1,"17,985",463.34,33.4,2719834.27,158424.64,87.0,447.0,219.0,49%,0.94,0.36,5.796799907848508,39.3107523412586,721.14,1246.92857142857,73.41,1332.84,7.89,450.00270270270266,500.0189189189188,472.35294117647055,424.42352941176483,503.5294117647058,0.439,567º,0.5870000000000001
NORDESTE,CE,MARACANAU,2307650,0,Grande porte,"223,188",106.65,"1,960.30",6259288.12,28722.61,75.0,4999.0,1098.0,22%,0.91,0.18,7.102059124934139,41.1991475653051,696.23,1003.4200913242,72.27,753.25,10.23,461.36969263759835,516.4283774124376,504.46343338213836,461.39721815519806,516.035505124451,0.58,568º,0.5870000000000001
SUL,SC,SAO MARTINHO,4217105,0,Pequeno porte 1,"3,217",223.89,14.3,61753.64,19065.65,78.0,170.0,11.0,6%,1.41,0.53,5.75854539500679,51.49449718050779,962.8,1077.33333333333,74.8,770.74,10.48,481.09259259259284,518.9444444444447,498.74,505.61599999999993,514.4,0.7140000000000001,569º,0.5870000000000001
SUDESTE,SP,ITAPIRA,3522604,0,Médio porte,"73,410",518.42,132.2,2665923.47,37002.05,62.0,2059.0,172.0,8%,1.08,0.17,8.700300304271881,43.365144753096196,699.56,1021.32394366197,76.1,566.54,9.29,504.4414746543776,563.9516129032255,554.3906323185016,530.2943793911006,577.3302107728338,0.7609999999999999,570º,0.5870000000000001
SUL,RS,SANTA ROSA,4317202,0,Médio porte,"72,504",489.8,140,2236313.44,31205.1,62.0,1721.0,54.0,3%,1.12,0.58,6.509452224454348,46.612294359983395,1013.34,3787.42105263158,77.25,588.44,10.83,500.08947368421013,542.1739612188366,528.2118309859155,522.0650704225349,563.0915492957746,0.723,571º,0.5870000000000001
SUDESTE,SP,MIRA ESTRELA,3530003,0,Pequeno porte 1,"3,027",216.83,13,39008.77,13143.12,74.0,209.0,16.0,8%,1.0,0.28,8.201295934055299,47.9947232559214,1018.32,2988.0,73.34,1205.68,11.77,448.4,501.65294117647073,489.9176470588236,454.7352941176471,463.5294117647058,0.716,572º,0.5870000000000001
SUL,RS,TIO HUGO,4321469,0,Pequeno porte 1,"2,930",113.91,23.9,91076.49,31689.8,85.0,125.0,30.0,24%,1.18,0.21,6.802992144676111,47.4468422516425,790.76,578.6,75.69,1135.84,10.45,462.53125,530.1999999999998,521.3,471.19375,542.5,0.7140000000000001,573º,0.5870000000000001
SUL,SC,JABORA,4208609,0,Pequeno porte 1,"4,006",182.15,21.1,100670.83,24814.11,85.0,177.0,18.0,10%,1.24,0.45,6.23103855643487,49.939476529602295,1004.8,2020.0,73.06,954.76,11.61,476.3695652173912,530.345652173913,508.6239130434782,494.95,550.8695652173913,0.69,574º,0.5870000000000001
SUDESTE,SP,GUARULHOS,3518800,0,Grande porte,"1,337,087",318.68,"3,834.50",49392842.17,38016.46,54.0,1385.0,1816.0,131%,1.04,0.18,8.59626249706726,41.1499258782122,593.6,1196.16864175023,74.83,468.69,10.15,468.7545797734947,533.1144645340751,528.074136546185,485.30705823293226,526.2625502008033,0.764,575º,0.5870000000000001
SUL,SC,CORREIA PINTO,4204558,0,Pequeno porte 1,"13,591",651.12,22.7,457883.32,32017.57,73.0,440.0,40.0,9%,0.93,0.2,7.18045005670834,41.541054634099204,609.51,2009.0,73.21,1036.57,9.84,447.5054263565891,488.6596899224808,493.1873015873015,452.7373015873017,486.8253968253968,0.618,576º,0.5870000000000001
SUL,SC,SAUDADES,4217303,0,Pequeno porte 1,"9,594",206.6,43.6,270727.02,28856.0,79.0,173.0,24.0,14%,1.36,0.39,5.938747791563821,49.9890818473358,519.32,,75.97,691.64,11.66,481.8565789473684,506.72368421052636,496.66533333333314,496.57866666666666,567.4666666666667,0.745,577º,0.5870000000000001
SUDESTE,SP,ENGENHEIRO COELHO,3515152,0,Pequeno porte 1,"19,059",109.94,143,351644.68,19888.28,75.0,549.0,54.0,10%,1.09,0.16,8.38990183798506,43.911160484197,607.31,698.192307692308,73.87,672.91,9.68,491.287074829932,562.4768707482993,551.4191489361702,533.0574468085106,597.7304964539007,0.69,578º,0.5870000000000001
